restaurant,reviewer,review,rating,metadata,time,year,length,word_count,suspicious_len,suspicious_dup,possible_ai,restaurant_name,rating_value,category,keywords
The Lal Street - Bar Exchange,Astha Mishra,the best thing about tls is its dj dj played a good collection of songs it has a separate dance floor which is a major plus point the ambience is good food is above average and service is prompt a good place for sat nights,4,"29 Reviews , 79 Followers",2019-03-11 18:21:00,2019,222,45,False,False,False,The Lal Street - Bar Exchange,4,Bar,"['dj', 'plus', 'songs']"
Absolute Sizzlers,Ramyasudha Konda,had a bad experience today in absolute sizzler chicken served in the sizzler is half cooked and we left the chicken without eating soft drink served is not chilled its room temperature the person who served soft drink has not informed us that the drink is not available in chilled temperature staright way he served it and then informed us that it is no chilled overall experience is very bad,1,"3 Reviews , 1 Follower",2019-03-22 17:17:00,2019,392,70,False,False,False,Absolute Sizzlers,1,General,"['drink', 'served', 'sizzler']"
La La Land - Bar & Kitchen,Upasana Dash,a lovely place with good ambience and friendly staffthey serve good food at reasonable prices enjoyed my visit to the place with friends on a weekend,4,"9 Reviews , 24 Followers",2018-11-28 00:12:00,2018,149,26,False,False,False,La La Land - Bar & Kitchen,4,Bar,"['weekend', 'lovely', 'reasonable']"
Mustang Terrace Lounge,Varunkumar Reddy,good place to hangout and chill the terrace seating is also good ambiance is ok we booked a table via dineoutindia rather than drinks the food is good here and in frame1 the spicy chicken table which was not that spicy but it tastes excellent and the pizza we ordered was chicken keema pizza which also good with thin crest cheese was also good mustang terrace lounge the only disappointment is drinks,4,"7 Reviews , 14 Followers",2019-02-11 12:09:00,2019,401,72,False,False,False,Mustang Terrace Lounge,4,Italian,"['terrace', 'good', 'table']"
Shree Santosh Dhaba Family Restaurant,Abhipsa Mishra,we ordered aloo jeera and some of the pieces tasted stale it was like the old and new dishes were mixed,4,2 Reviews,2018-08-22 21:41:00,2018,103,21,False,False,False,Shree Santosh Dhaba Family Restaurant,4,General,"['mixed', 'stale', 'aloo']"
Zing's Northeast Kitchen,Raisa Bhatia,have been to this place so many times that ive lost count great food especially the beef and pork dishes although at times some of them seem similar good value for money be patient for the service worth visiting at least once then give it a chance to win you over,5,"4 Reviews , 71 Followers",2019-04-23 19:24:00,2019,263,51,False,False,False,Zing's Northeast Kitchen,5,General,"['times', 'beef', 'lost']"
The Foodie Monster Kitchen,Adarsh,nice pancakes and waffle loved the fried eggs and tea in the combo,5,"16 Reviews , 4 Followers",2018-07-09 23:18:00,2018,66,13,False,False,False,The Foodie Monster Kitchen,5,Dessert,"['pancakes', 'waffle', 'tea']"
Pot Pourri,Vinuthna,they took the reservation before 4 days for buffet but when we reached there they are saying there is no reservation on that name and we have no buffet today they wasted our time and response is not at all proper,1,1 Review,2019-03-19 14:28:00,2019,212,41,False,False,False,Pot Pourri,1,General,"['buffet', 'saying', 'response']"
Faasos,Santhosh Miryala,not value for money at all less quantity for very much price,2,"5 Reviews , 3 Followers",2018-07-06 22:06:00,2018,60,12,False,False,False,Faasos,2,General,"['value', 'money', 'price']"
Flechazo,Meghna Basavaraj,visited on 12 may 2019 for lunch with family awesome food comfortable seating soothing ambience booked table through zomato and received confirmation in 3 minutes went in early at 1130am brunch welcome drink soup and starters served at the table they have a mango festival till end of the month so most of the dishes have mango in them super delicious apart from the buffet spread they have live counters for pizza pasta chaats pani puri yummm sushi keema kulcha and few others one bite snacks starters are aplenty veg and non veg the servers are attentive and helpful desserts was a mix of indian sweets pasteries cheesecakes fruits and their speciality liquid nitrogen icecream fun to watch though i am not sure if healthy i was surprised with a mothers day cake complements of the restaurant that was a wow gesture a must visit place for celebrations or whenever you are hungry for variety and lots of food,5,"3 Reviews , 2 Followers",2019-05-13 14:45:00,2019,909,159,False,False,False,Flechazo,5,Italian,"['mango', 'table', 'starters']"
Royal Spicy Restaurant,Issak Khan,i loved the biryani very good taste great quality if you are looking for variety of biryani try this place you will find great range variety,5,"1 Review , 2 Followers",2018-10-13 22:46:00,2018,140,26,False,False,False,Royal Spicy Restaurant,5,Indian,"['variety', 'biryani', 'range']"
Barbeque Nation,Neha Aggarwal,i went there with my parents and it was totally worth it the service was extremely good and my parents loved every bit of it starters and dessert always amazing main course have a lot of varities but we always fill ourselves with starters that no place is left in stomach to try main course overall it has been one of my favourite place,5,"91 Reviews , 191 Followers",2018-07-20 14:48:00,2018,336,64,False,False,False,Barbeque Nation,5,Dessert,"['course', 'main', 'starters']"
10 Downing Street,Randy Orton,a beautiful place with lots of options available at our bay we went in happy hours and the food was really great with good service and drinks also were apt to go with the food overall a great place to hang out,4,"8 Reviews , 94 Followers",2018-12-10 17:34:00,2018,209,42,False,False,False,10 Downing Street,4,General,"['lots', 'great', 'hang']"
KS Bakers,Nillu,i have visited several times for cake here you will varieties of cake as well different kind size also and test of the cake also awesome,5,"17 Reviews , 9 Followers",2019-02-10 23:59:00,2019,136,26,False,False,False,KS Bakers,5,Dessert,"['cake', 'size', 'varieties']"
10 Downing Street,Abhimanyu,i have been to quite a few similar places in hyderabad and after a lot of hype about this place finally on the monday night we visited this place for a team dinner and needless to say that it was a really enthralling experience starting from the reception area especially that guy with a moustache you made the night with your behavior after entering the lounge it kinda of creates a pleasant view with all the interior decorations the service was good starting from the starters to the drinks and main course and finally the desserts but at the end of the night it was the dj guy who outperformed everyone you will be the one who will make me to come to this place again and again being from north india finally got the chance to dance to those punjabi songs listening to which i have grown danced with the heart in my palm needless to say that the dj guy was the icing on the cake with his song selections in short a happening place and if its your day then these small things will just make your night,5,"5 Reviews , 1 Follower",2018-10-23 20:01:00,2018,1004,191,False,False,False,10 Downing Street,5,Dessert,"['night', 'guy', 'finally']"
Collage - Hyatt Hyderabad Gachibowli,Vins Thapa,mr faraan mr llima mrs piyali is awexome and i love the way this people behave and awesome i prefer again to this place it is an awexome place to visit actually i think to live here again next time i visit,5,2 Reviews,2019-04-28 16:03:00,2019,205,42,False,False,False,Collage - Hyatt Hyderabad Gachibowli,5,General,"['mr', 'visit', 'prefer']"
Shree Santosh Dhaba Family Restaurant,Sandeep Sharma,i ordered food at 7 pm but the delivery guy gave low quality food without santosh dhaba logo and even bill was at 0635 pm zomato is looting,1,1 Review,2019-04-10 21:08:00,2019,139,28,False,False,False,Shree Santosh Dhaba Family Restaurant,1,General,"['pm', 'dhaba', 'low']"
Desi Bytes,Vaibhav Shrivastava,momos was not good do not know how to make stuffing was of spring roll,3,"11 Reviews , 25 Followers",2018-05-29 17:41:00,2018,70,15,False,False,False,Desi Bytes,3,General,"['roll', 'momos', 'know']"
Collage - Hyatt Hyderabad Gachibowli,Aman Verma,food was goodservice was great we opted to sit by the lawn were bitten by mosquitoes which is simply not expected please try to resolve this issue,2,"50 Reviews , 103 Followers",2018-01-26 00:46:00,2018,146,27,False,False,False,Collage - Hyatt Hyderabad Gachibowli,2,General,"['opted', 'issue', 'sit']"
Green Bawarchi Restaurant,Nitesh Kumar Modi,both delivery and food are good,5,"2 Reviews , 24 Followers",2019-01-01 21:58:00,2019,31,6,False,False,False,Green Bawarchi Restaurant,5,General,"['delivery', 'good', 'food']"
Squeeze @ The Lime,Vicky,had a dinner with my family vegetable kofta was really good along with kashmiri roti food was awsomeand delicious service was really good by raj polite and professional he was handling our table and always take care of usit shows that they always give the first priorty to the customer which shows really goodthis is one of the best hotel for vegetrainkeep it up guysraj thank you for your good service,5,"1 Review , 3 Followers",2018-05-28 01:09:00,2018,402,71,False,False,False,Squeeze @ The Lime,5,General,"['really', 'vegetable', 'professional']"
"3B's - Buddies, Bar & Barbecue",Sribhargava Sai Chowdary,excellent restaurant and serving the taste is very good and the celebration they make are memorable and i like the most recipes the packages are good,5,"1 Review , 1 Follower",2019-05-12 23:10:00,2019,149,26,False,False,False,"3B's - Buddies, Bar & Barbecue",5,Steakhouse,"['serving', 'make', 'excellent']"
The Glass Onion,Nikita Khare,this is place has good ambience and great variety of drinks considering cocktails and other acoholic drinks but the food is a bit over priced and quantity is less ambience 810 variety 810 food taste 710 quantity 65 10 service 810 overall 7 10,3,"18 Reviews , 48 Followers",2019-03-17 23:15:00,2019,242,44,False,False,False,The Glass Onion,3,General,"['10', 'variety', 'drinks']"
Dunkin' Donuts,Vishrut Srivastava,dunkin donuts has always been a great donut place according to me they serve excellent coffee and burgers as well i particularly love the naughty lucy burger which is an all time favourite this time i decided to try their new grilled chicken monster burger and i was a little disappointed as a whole the burger tasted fine but why on earth did the chicken burger have a layer of hash browns such a bummer however the donut did uplift my mood in the end brining the final rating to 35 man does that death by chocolate slay me everytime pun intended,3,"52 Reviews , 732 Followers",2019-01-25 21:19:00,2019,547,102,False,False,False,Dunkin' Donuts,3,Steakhouse,"['burger', 'did', 'man']"
Tempteys,Surya Tej,i dont feel the taste of flavour that had ordered,2,"2 Reviews , 21 Followers",2018-06-18 00:24:00,2018,49,10,False,False,False,Tempteys,2,General,"['flavour', 'feel', 'dont']"
Zing's Northeast Kitchen,Banisree Basu,i have been waiting to write a review for zings north east kitchen for a real long time and i love what they cook n create its a little restaurant on the very opposite side of sln terminus gachibowli the food quality is amazing just feels like home quantity and the price are reasonable and i have lost count of the number of visits i made strong recommendation for pork and beef lovers,5,"17 Reviews , 378 Followers",2018-11-24 11:59:00,2018,386,73,False,False,False,Zing's Northeast Kitchen,5,General,"['beef', 'lost', 'visits']"
Aromas@11SIX,Rajender,tasty food but expect less quantity compared to price it is on the middle of kajaguda to nanakramguda not crowded and big very small restaurant,3,"5 Reviews , 1 Follower",2018-12-27 00:11:00,2018,143,25,False,False,False,Aromas@11SIX,3,General,"['expect', 'compared', 'crowded']"
Shah Ghouse Hotel & Restaurant,Suresh Maddula,i have ordered egg fried rice and some roties from here at night 11o clock the food was okish i dont know if i ordered in time roties were also not that much good,3,4 Reviews,2019-04-04 15:46:00,2019,162,34,False,False,False,Shah Ghouse Hotel & Restaurant,3,General,"['egg', 'ordered', 'know']"
Feast - Sheraton Hyderabad Hotel,Harjeev Sabherwal,tried the buffet here and was happy with the spread available the spread was a mix of india chinese and continental overall the food was good the desert options available were kinda limited but the stuff was good so no complaints,4,"21 Reviews , 10 Followers",2019-03-02 13:43:00,2019,229,41,False,False,False,Feast - Sheraton Hyderabad Hotel,4,Chinese,"['spread', 'available', 'kinda']"
The Chocolate Room,Sheri M John,this is a good place to hangout as they wont kick you out no matter how long you stay the playlists played are really good food is just up to the mark if you just want to hangout and are not a food critique the ambience and service are good except for the occasional cockroaches that run around,3,"10 Reviews , 1 Follower",2019-02-10 17:06:00,2019,294,58,False,False,False,The Chocolate Room,3,General,"['hangout', 'just', 'stay']"
Olive Garden,Shail Choudhary,been there twice and i kinda like the place taste is good and prices very reasonable try spicy corn and cheeses nuggets and kasmiri pulao i liked three of them and were little sweet service is good valet parking not available better park near by,4,"43 Reviews , 23 Followers",2018-09-18 16:50:00,2018,245,45,False,False,False,Olive Garden,4,General,"['kinda', 'parking', 'pulao']"
"3B's - Buddies, Bar & Barbecue",Arnav Agyeya,very nice and warm welcome food was great drinks were great as well very polite and well behaved staffs felt really welcomed here a must visit place for every age group special thanks to suraj and shivam they even celebrated my birthday,5,"2 Reviews , 7 Followers",2019-04-16 21:36:00,2019,236,42,False,False,False,"3B's - Buddies, Bar & Barbecue",5,Steakhouse,"['welcome', 'warm', 'staffs']"
Tiki Shack,Hareesh Sasanapuri,ambience is good and also starters good place to hangout with friends and had nice fun time in spending more time thanks for the management to the service and maintaining it on track bit smoked nonveg items should be cooked better,5,"24 Reviews , 220 Followers",2019-02-27 22:34:00,2019,230,41,False,False,False,Tiki Shack,5,General,"['time', 'nonveg', 'fun']"
Pakwaan Grand,Kunal Khanra,its right one the main road pretty big haleem joint in hyderabad what we felt that the service was a bit slow and they were confused which haleem we actually ordered coming to the main reason it didnt dissapoint us mutton haleem was amazing enriched with pure ghee and dry fruits,4,"189 Reviews , 2860 Followers",2019-05-18 09:14:00,2019,279,51,False,False,False,Pakwaan Grand,4,General,"['haleem', 'main', 'fruits']"
"3B's - Buddies, Bar & Barbecue",SONIYA SINHA,visited with family for dinner on a weekday decent place may be a little more lighting will add to the decor pretty cozy though the staff specially akash needs to be applauded very enthusiastic and customer focused the starters were good very spicy but he got us a fresh set mildly spiced even without we making a request we were not happy with the main course spread only 1 curry chicken n paneer good place to hang out with friends for a cocktail and some delicious starters,3,"90 Reviews , 118 Followers",2019-04-24 10:21:00,2019,476,87,False,False,False,"3B's - Buddies, Bar & Barbecue",3,Indian,"['starters', 'cocktail', 'weekday']"
Club Rogue,Prashanth Ch,awesome place with excellent ambience and pocket friendly prices entry is restricted to couples and corporates on saturday and sunday during night,4,"6 Reviews , 25 Followers",2019-01-31 22:51:00,2019,146,22,False,False,False,Club Rogue,4,General,"['entry', 'saturday', 'sunday']"
Udipi's Upahar,Nalin Venkat Sameera,i was here with my dad for a quick tiffin snack time on our way home frankly speaking i wasnt expecting such good food we had masala dosa idli and vada i felt there could have been a better variety of chutneys like tamarind or ginger apart from the regular coconut one not only did the food make us feel satiated but also satisfied,4,"122 Reviews , 639 Followers",2018-10-01 16:02:00,2018,331,64,False,False,False,Udipi's Upahar,4,General,"['ginger', 'coconut', 'expecting']"
The Chocolate Room,Pranjali,great place for chocolate lovers my kids enjoy it every time the cuddle cup concept is too cute chocolate fondue is to die for the staff is a little untrained could do with some more sophistication,5,"9 Reviews , 2 Followers",2018-11-25 12:25:00,2018,197,36,False,False,False,The Chocolate Room,5,General,"['chocolate', 'concept', 'cup']"
KS Bakers,Nalin Venkat Sameera,its affordable accessible and theres quick service i had been to other outlets chandanagar kukatpally and asrao nagar and the experience in each was satisfactory my friends dragged me to this place when it was raining heavily it was one kind of adventure i had vegetable burger my friends had vegetable samosa and chicken roll after eating a burger i did not have anything for dinner it was good enough for me go for it if you want to have bakery stuff at lower prices great vfm,4,"122 Reviews , 640 Followers",2017-05-18 19:02:00,2017,478,87,False,False,False,KS Bakers,4,Dessert,"['vegetable', 'burger', 'friends']"
eat.fit,Dhamma Prakash Bhagath,it said thali but not adequate quantity,2,3 Reviews,2019-02-20 21:52:00,2019,39,7,False,False,False,eat.fit,2,General,"['thali', 'said', 'quantity']"
Chinese Pavilion,Mujeeb M,food chinese with a touch of indian masalas enjoyed the taste service messed up our order brought us a different dish that the one we ordered but on the whole polite courteous and helpful in understanding all those foreign looking chinese dish names ambiance all the chinese pottery and dishes really remind you of the oriental east asia,3,"123 Reviews , 1661 Followers",2017-12-01 23:05:00,2017,337,58,False,False,False,Chinese Pavilion,3,Chinese,"['chinese', 'dish', 'asia']"
Behrouz Biryani,Shubam,ordered murgh biryani it was awsome quality and quantity wise its decent and taste also add on was a gulab jamun which also tasted well,5,1 Review,2018-09-14 14:46:00,2018,135,25,False,False,False,Behrouz Biryani,5,Indian,"['murgh', 'jamun', 'gulab']"
Urban Asia - Kitchen & Bar,The Food O’Clock,this place is highly recommended it is working with eat india company under the same roof may be kitchen as well basically u ca order any of the twos menu from one table eat india company has indian food while urban asia has asian food like chinese thai food etc we ordered the real bangkok basa chefsubbas secret recipe noodles and sanghai fried rice from urban asia the real bangkok basa it tastes so good it was steamed fish and mixed with some green sauce taste was 55 subbas secret recipe noodles was gravy noodles with lots of veggies mushroom chicken taste 55 sanghai fried rice was a mixed of noodles and rice in which noodles was more than the rice taste was 55 service 45 little bit slow in bringing food ambiance 45,5,"26 Reviews , 13 Followers",2019-05-25 20:23:00,2019,726,134,False,False,False,Urban Asia - Kitchen & Bar,5,Chinese,"['noodles', 'rice', '55']"
The Indi Grill,Sanjay Krishna,great ambience to start with taste and quality good the only concern is that the variety is less service is decent surender our steward for the lunch was very patient and helpful,3,"1 Review , 1 Follower",2019-04-26 15:18:00,2019,178,32,False,False,False,The Indi Grill,3,Steakhouse,"['start', 'helpful', 'variety']"
Feast - Sheraton Hyderabad Hotel,Yogesh Kumar Gupta,we went for a lunch with our team and all of us were truly disappointed with the food and the service as well for vegans they had just 2 starters the food did not had any taste it was more like just things being mixed without any skills desserts were little better but main course was completely disappointing be it the dal makhani which lacked consistency or the paneer which was like cubes poured on top of the gravy i certainly would have tasted better food than this at pretty lower costs,1,"16 Reviews , 46 Followers",2019-05-15 16:27:00,2019,492,92,False,False,False,Feast - Sheraton Hyderabad Hotel,1,Dessert,"['better', 'just', 'truly']"
Behrouz Biryani,Deepa Arora,a rich flavoured bhuna murg biryani from this place surely will delight ur taste buds as i opened the box of my biryani the aroma was so tempting it tasted yum topped with lots of deep fried onions and almonds it has more of the lucknowi biryani taste the only reason i dont give it a 5 is it is way too rich as a meal,4,"39 Reviews , 150 Followers",2018-08-30 02:59:00,2018,318,66,False,False,False,Behrouz Biryani,4,Indian,"['rich', 'biryani', 'flavoured']"
The Chocolate Room,Bhavya Rupa,i ordered cappuccino and got black coffee read orders correctly first,1,"16 Reviews , 15 Followers",2018-04-08 23:49:00,2018,69,11,False,False,False,The Chocolate Room,1,Cafe,"['black', 'orders', 'coffee']"
Prism Club & Kitchen,Raju Rj,worst place first of all it is in outskirts and the staff in the entrance they are least bothered about the customers they are not professional literally we came back without entering all hype created,1,"3 Reviews , 2 Followers",2019-02-14 13:50:00,2019,200,35,False,False,False,Prism Club & Kitchen,1,General,"['professional', 'literally', 'customers']"
Shah Ghouse Hotel & Restaurant,Ravi Munagala,i have placed order for mutton haleem special 3 qty and biryani rice 1 qty shah ghouse and zomoto together delivered shortage of mutton haleem special 1 qty informed to deliver executive while collecting parcel and reportes to zomoto support zomoto team said that no response from shah ghouse regarding shortage delivery finall zomoto also not confirmed anything and accepted refund only missed item value packing also very unhygienic totally upset with shah ghouse and zomoto,1,1 Review,2019-05-19 21:50:00,2019,476,76,False,False,False,Shah Ghouse Hotel & Restaurant,1,Indian,"['ghouse', 'shah', 'haleem']"
Jonathan's Kitchen - Holiday Inn Express & Suites,Mayurika Sarkar,i have heard lot about the place but finally tonight i managed to visit it they have an interesting and a wide range of a la carte menu and thats what we all were hoping to try out the ambiance is similar as of any fine dining restaurant i heard reviews about their service being a bit slower but luckily i did not experience that tonight might be due to the lesser rush on a weekday night rather i found the service quite good the quantity of the dishes served did justice to the term value for money recommendations blackened salmon steak rib eye steak one of the very few places in hyderabad where they served an actual medium rare steak sirloin steak cilantro fish jumbalaya cheese cake with blue berry compote,4,"74 Reviews , 267 Followers",2019-04-10 00:14:00,2019,714,132,False,False,False,Jonathan's Kitchen - Holiday Inn Express & Suites,4,Seafood,"['heard', 'did', 'served']"
Tandoori Food Works,Dipanjan Maji,nice place for a perfect dinneri have tried chicken tikka biryani and that was just superi want to come with my family once more because of the food and prompt service,4,"24 Reviews , 1843 Followers",2019-01-03 09:38:00,2019,167,31,False,False,False,Tandoori Food Works,4,Indian,"['prompt', 'tikka', 'come']"
Hyderabadi Daawat,Vishalyadav9234,food is awesome and good atmosphere loved it good palace and good moktails staff is really good and cool place will visit again with friends,5,"3 Reviews , 3 Followers",2018-10-02 23:26:00,2018,140,25,False,False,False,Hyderabadi Daawat,5,General,"['good', 'atmosphere', 'cool']"
Absolute Sizzlers,Food Nawabs,you hear about a place a 100 times how do you solve the puzzle when you visit it once to experience it yourself being a foodie its important we suss things out in person one of the puzzle i came across was this place absolute sizzler i had mixed reviews and i said let metry been here and loved the place people have lot of different views and takes on sizzlers and how they expect it to be like a dhaba style here its a fusion of both desi and videsi tadkaa so keep an open mind to ravish some delicious sizzlers i give a happy 45,4,"130 Reviews , 5533 Followers",2019-04-28 19:14:00,2019,531,107,False,False,False,Absolute Sizzlers,4,General,"['sizzlers', 'dhaba', 'foodie']"
Zing's Northeast Kitchen,Sumit,such a disappointing visit went at around 730 pm menu was given having lot of options to choose from beef pork chicken fish veg i dont eat pork and beef so asked for chicken momo not available veg momo not available mung tang fish item not available full steam fish not available i walked out of the place without having anything,1,"401 Reviews , 2736 Followers",2019-01-17 22:19:00,2019,329,61,False,False,False,Zing's Northeast Kitchen,1,Seafood,"['available', 'beef', 'fish']"
Absolute Sizzlers,Vishnu Vardhan,great sizzlers enjoyed it thoroughly nice place to hang around with colleagues or friends i recommend to try this place and food amazing combos are offered by this restaurant,5,"4 Reviews , 1 Follower",2019-03-06 13:48:00,2019,174,29,False,False,False,Absolute Sizzlers,5,General,"['combos', 'offered', 'sizzlers']"
Chinese Pavilion,Aakash Jain,ordered all vegetarian dishes and everything was good to taste but almost everything was a bit too oily staff is well behaved and professional,4,"21 Reviews , 42 Followers",2018-10-21 16:44:00,2018,142,24,False,False,False,Chinese Pavilion,4,Chinese,"['professional', 'oily', 'vegetarian']"
Hyper Local,Naina Hussain,hyper local is the perfect place for a saturday night for a party scene great ambience a dance arena with a good dj and a tv screen for those cricket buffs in d group they have everything for everyone the fries are a must try with the lavish assortment of drinks served here,4,"5 Reviews , 3 Followers",2019-04-09 23:16:00,2019,274,53,False,False,False,Hyper Local,4,General,"['local', 'saturday', 'fries']"
Zing's Northeast Kitchen,Debasmita Ghosh,an extremely accessible joint situated on the main road with a pretty good variety of north east cuisine and a polite bunch of staff we planned to try anything but options in pork so we ordered pork belly with veggies n kimchi salad the particular dish is supposed to be consumed is a unique fashion the pork belly veggies and kimchi are to be placed on the lettuce leaf and wrapped this combination is delicious and you would love it next we had smoked pork ribs which i assume had barbecue sauce and sesame seeds and tastes pretty soft tender and yum the beef curry and steamed rice was decent but extremely spicy you can specify how spicy you want your dish and they can suggest or customise their dishes ambience is nothing but ordinary and it draws a decent crowd even on weekdays but i would definitely go back to try the other delicacies do visit and indulge into their menu,4,"74 Reviews , 64 Followers",2018-11-15 12:06:00,2018,881,162,False,False,False,Zing's Northeast Kitchen,4,Indian,"['pork', 'veggies', 'extremely']"
Chinese Pavilion,Kaushik And Neha,hello this place was bookmarked for a long time now so i wanted to pay it a visit and finally the moment came when i was actually able to go there i am a huge fan of indochinese cuisine and i honestly had a high hope from this place but all in all it was disappointment i ordered chicken manchow soup which was good although the salt was on the higher side hakka noodles and fried rice has too much oil and theres no reason for that amount of oil to be there in the chinese food wolly chicken and chicken chilli dry had extreme amount of garlic which werent properly fried and rather than giving a good taste it made the entire dish difficult to eat as the flavour was overpowering all in all the food wasnt enjoyable will i visit again probably not i am sorry thanks,3,"132 Reviews , 286 Followers",2017-06-03 23:11:00,2017,767,149,False,False,False,Chinese Pavilion,3,Chinese,"['oil', 'fried', 'chicken']"
Amul,Shreya Soni,nutella brownie blast thick milk shake i would rate this 45 because i was expecting some brownie piece in it i liked the taste thickness was also perfect over all would suggest people to try this,5,"36 Reviews , 532 Followers",2018-10-15 16:34:00,2018,195,36,False,False,False,Amul,5,General,"['brownie', 'expecting', 'milk']"
Zing's Northeast Kitchen,Saran Raparthy,had been there today with the reviews seen here food was below average we ordered lemon grass chicken 2 pork dishes naga chicken curry butter garlic prawns chicken raymun noodles out of all this lemon grass chicken n pork never came to our table staff are very very slow very dumb very very poor service forgot half of the items even after writing down guys just be prepared each dish takes a minimum of 30mins for it to arrive at your table never going here again,1,"14 Reviews , 66 Followers",2019-01-27 16:41:00,2019,464,86,False,False,False,Zing's Northeast Kitchen,1,Chinese,"['lemon', 'pork', 'chicken']"
Hyper Local,Shreshth Malhotra,visited hyper local for their newly launched drunch buffet the buffet spread is valid for weeekends and costs nearly 1200 per person the place itself is located in a good open area inside sln terminus and has both indoor and outdoor sittings to offer my experience with their food was decent the drunch layout comprised of north indian inspired starters such as dahi bhalle dahi vade gol gappe as well as papdi chaat i would have to say that they gave a decent shot to all these things my favorite of the lot was their golgappe speaking about their main course they had a really limited options consisting of chole bhature veg hakka noodles red thai curry chicken pizza steamed rice chicken tikka chicken wings and chicken pockets looking at the price of the drunch i feel a bit more items should have been on offer their chicken pizza and chicken tikka were simply delicious however they need to work upon their thai curry and the availability of other items in the layout the best part about the place was the drinks section loved the preparation of wet garden cocktail sangria and cranberry cooler special mention to the bar tender for a lovely range of drinks one can give a try to their drinks whenever you get a chance to visit the place all in all the experience would have much better if there would have been additional veg appetizers and a few main course dishes happy eating,3,"275 Reviews , 1989 Followers",2019-03-25 15:50:00,2019,1385,248,False,False,False,Hyper Local,3,Italian,"['chicken', 'dahi', 'drinks']"
Zing's Northeast Kitchen,Naveen Kolluguri,friend ordered chicken scullent non veg ramyun chicken sobs and square cut along with virgin mojito the food was very good and the bill came upto 627 which was a very decent deal will be visiting place,4,"113 Reviews , 2788 Followers",2019-03-05 16:28:00,2019,201,37,False,False,False,Zing's Northeast Kitchen,4,General,"['virgin', 'mojito', 'upto']"
The Glass Onion,Puja Agarwal,perfect place for lunchdinnercorporate partiesfriends get together in short everything ambience is lit the place is super bright and it feels amazing being here food veg and nonveg both were delicious must try broccoli kebabs ravioli nachos non veg 5 spice kebab prawns chicken tikka service staff was super friendly they made the visit complete a must visit one,5,"32 Reviews , 265 Followers",2019-04-17 23:19:00,2019,362,59,False,False,False,The Glass Onion,5,General,"['super', 'veg', 'short']"
Shah Ghouse Spl Shawarma,Abdul Haii,ordered khaliooz and samoli shawarma everytime the quantity used to be good now the meat was very less in quantity and quality doesnt meet standards,4,1 Review,2018-09-22 01:14:00,2018,148,25,False,False,False,Shah Ghouse Spl Shawarma,4,General,"['quantity', 'meet', 'standards']"
Jonathan's Kitchen - Holiday Inn Express & Suites,Aruna Swetapadma,i love clean and well lighted restaurants jonathans kitchen is certainly one of them soft music nice and clean seating arrangement appeals you to have a good meal there i ordered minestrone alla genovese soup thai green veg curry agnolotti pasta and chocolate fondant cake all were delicious and really lives upto your expectations i expected the chocolate fondant cake to be bit warm but it wasnt food is amazing,5,"8 Reviews , 55 Followers",2019-02-14 18:46:00,2019,413,70,False,False,False,Jonathan's Kitchen - Holiday Inn Express & Suites,5,Italian,"['clean', 'cake', 'chocolate']"
PourHouse7,Ganesh,food is delicious and drinks were superbdharmender was the guy who was taking care of us very well and was a very lovely manph7 rocks i will love to come again,5,"1 Review , 3 Followers",2019-03-25 16:33:00,2019,159,31,False,False,False,PourHouse7,5,General,"['taking', 'guy', 'lovely']"
Mathura Vilas,Shikha Jain,very happy with service provided by nilak das happy go lucky person will visit just for his service and awsam food served by him i am happy with all,5,"1 Review , 2 Followers",2018-10-11 22:26:00,2018,148,29,False,False,False,Mathura Vilas,5,General,"['happy', 'provided', 'person']"
Cafe Eclat,Ankana Chakraborty,as a compulsive dessert and bread hogger i was logically drawn towards the menu of this place and it didnt disappoint if you are looking for a doughnut please move away from those factory line produced dense overtly sweet and miserly filled ones its about time they dunk themselves in a pot of acid eclats doughnuts are exactly what the deep fried yet fluffy bites of joy should be the berliners are generously filled and are light enough not to stick to your teeth the new york cheesecake is one of the best ive had in terms of texture its rich and flaky when the fork hits it and absolutely melts as soon as it touches your tongue i do recommend cutting back on the cinnamon a tad bit to ensure it allows the flavours of the cheese to shine through the chocolate cake is decadent and comfortably ranks one among the best in the city the key lime tart is full of flavour with the right balance of tang and sweet the taste of the dishes confirms the use of good quality ingredients and an understanding of the technic needed to churn out great products keep it up,4,"10 Reviews , 8 Followers",2018-10-10 16:32:00,2018,1063,199,False,False,False,Cafe Eclat,4,Cafe,"['filled', 'sweet', 'cheesecake']"
Sardarji's Chaats & More,Sri Bhavya,ordered paav bhaji chole bhature and papdi chat but they forgot to deliver the chati was a bit disappointed by thatbut the taste was good,3,"14 Reviews , 3 Followers",2019-02-09 12:26:00,2019,137,25,False,False,False,Sardarji's Chaats & More,3,General,"['forgot', 'chat', 'chole']"
KS Bakers,Sudha Sudhakar,wonderful place to have burgers pizzas pastries as well burger is cheesy liked it very much felt delicious had pastry too good price and worth taste,5,"1 Review , 1 Follower",2018-06-09 19:24:00,2018,148,26,False,False,False,KS Bakers,5,Italian,"['cheesy', 'pastry', 'pizzas']"
The Chocolate Room,Reetesh,have been a fan of chocolate room since years and this ones really disappointed me a worst experience an awfull taste and they call walnuts as almond,1,1 Review,2018-10-08 23:14:00,2018,149,27,False,False,False,The Chocolate Room,1,General,"['years', 'room', 'ones']"
